WAGE	AGE	AGE2	AGEW	AGEY	CHILDREN	DEGREEW	FEDUCA	FEDUCH	GRADCOLLW	GRADHS	GRADHSW	HAPPINESS	MARRIED	MEDUCA	MEDUCH	SEX	YEARSCOLL	STATE	GRADCOLL	DEGREE
39	56	3136	56	0	0	3	0	6	1	1	1	1	1	0	6	1	2	49	5	0
9.5	27	729	26	0	0	2	0	4	1	1	1	2	2	0	7	1	3	19	5	0
3.819999933	41	1681	34	2	2	3	0	5	1	1	1	1	1	0	5	1	0	39	0	0
7.5	31	961	0	0	0	0	0	3	0	2	0	5	5	0	3	2	1	26	5	0
16	29	841	28	4	1	0	0	8	5	1	1	2	1	0	7	1	2	49	5	0
9.350000381	60	3600	69	0	0	0	0	4	0	1	1	2	1	0	4	1	0	41	0	0
7.650000095	20	400	0	0	0	0	0	6	0	1	0	3	2	0	7	2	0	47	0	0
19.25	25	625	24	0	0	2	0	6	1	1	1	3	2	0	4	1	2	26	5	0
32.83000183	58	3364	0	0	0	0	0	2	0	1	0	1	4	0	4	2	0	17	0	0
10	26	676	0	1	2	0	0	4	0	1	0	1	2	0	3	2	0	39	0	0
23.60000038	55	3025	53	0	0	0	0	4	0	1	1	2	1	0	4	1	4	28	1	2
1	37	1369	31	1	8	0	0	7	5	1	1	1	1	0	7	1	4	32	5	0
11.5	33	1089	46	5	2	0	4	0	5	0	1	1	1	7	0	1	0	6	0	0
17.52000046	63	3969	66	0	0	2	0	4	1	1	1	2	1	0	4	1	3	41	5	0
40	49	2401	50	9	2	3	0	5	1	1	1	2	1	0	5	1	1	36	5	0
8.25	49	2401	0	0	0	0	0	2	0	2	0	2	5	0	6	2	1	32	5	0
12	51	2601	48	0	0	0	0	6	0	1	1	3	1	0	4	1	4	40	1	2
15	28	784	30	0	0	1	0	7	1	1	1	3	2	0	7	1	4	6	1	1
12.39999962	29	841	24	1	4	0	0	3	5	1	1	1	1	0	3	1	0	24	0	0
12.5	36	1296	0	0	0	0	0	7	0	1	0	3	2	0	7	1	1	8	5	0
35	62	3844	59	0	0	0	0	1	0	1	3	1	1	0	1	1	0	21	0	0
60	32	1024	0	0	0	0	0	8	0	1	0	3	4	0	8	1	4	11	1	2
12.67000008	43	1849	50	9	1	2	0	8	1	1	1	3	1	0	6	1	3	37	5	0
33.20999908	30	900	0	0	0	0	0	7	0	1	0	2	2	0	6	1	0	36	0	0
12	23	529	0	0	0	0	0	8	0	1	0	2	2	0	7	2	4	42	1	2
19.89999962	52	2704	0	0	0	0	0	6	0	1	0	2	4	0	6	2	2	36	1	1
17.69000053	57	3249	52	0	0	0	8	0	0	1	1	2	1	8	0	1	0	23	0	0
10	36	1296	0	0	0	0	0	4	0	1	0	1	2	0	4	1	2	26	5	0
11	38	1444	0	0	0	0	0	8	0	1	0	3	2	0	8	2	3	28	5	0
19.55999947	27	729	30	2	3	0	0	4	5	1	1	2	1	0	4	1	2	6	1	1
8	18	324	0	0	0	0	0	4	0	1	0	3	2	0	4	2	0	6	0	0
7.400000095	22	484	0	0	0	0	0	5	0	2	0	2	2	0	7	1	0	26	0	0
35.22999954	65	4225	0	0	0	0	0	7	0	1	0	2	1	0	3	2	4	25	1	2
18	50	2500	49	0	0	0	5	0	5	1	1	2	1	5	0	1	3	48	5	0
14.64000034	49	2401	51	14	1	0	0	4	0	1	1	1	1	0	4	1	0	48	0	0
14	51	2601	52	0	0	1	0	4	1	1	1	3	2	0	4	1	4	12	1	2
10.15999985	40	1600	0	0	0	0	0	4	0	1	0	3	2	0	4	2	1	55	5	0
13.5	22	484	0	0	0	0	0	2	0	2	0	3	2	0	3	2	0	18	0	0
9	51	2601	0	0	0	0	0	4	0	2	0	3	4	0	2	2	1	29	5	0
24.56999969	59	3481	0	0	0	0	0	2	0	1	0	3	4	0	4	1	1	34	5	0
10	22	484	0	0	0	0	12	7	0	1	0	1	2	12	7	1	4	48	1	2
24.5	48	2304	0	0	0	0	0	4	0	1	0	1	5	0	3	2	0	13	0	0
8.350000381	43	1849	0	0	0	0	0	5	0	1	0	2	2	0	5	1	0	37	0	0
17	35	1225	34	7	1	2	12	0	1	0	1	1	1	8	0	1	0	48	0	0
16	34	1156	33	0	0	0	0	3	0	1	1	2	1	0	4	1	2	18	1	1
20	24	576	0	0	0	0	0	8	0	1	0	2	2	0	8	1	4	6	1	2
9.5	23	529	0	0	0	0	0	7	0	1	0	5	4	0	7	2	2	19	1	1
15.89999962	29	841	0	5	1	0	0	3	0	1	0	3	2	0	3	2	3	42	1	2
20.5	35	1225	32	13	1	1	0	6	1	1	1	3	1	0	5	1	0	53	0	0
16.10000038	31	961	26	4	1	0	0	7	5	1	1	1	1	0	7	1	4	17	1	2
35	53	2809	0	0	0	0	0	4	0	1	0	2	2	0	4	1	4	9	1	2
14	54	2916	49	0	0	1	0	4	1	1	1	3	1	0	4	1	0	19	0	0
13.14999962	31	961	32	0	0	0	0	6	5	1	1	2	1	0	4	1	1	13	5	0
10.5	52	2704	51	0	0	0	0	4	0	1	1	2	1	0	4	1	0	19	0	0
10	56	3136	0	0	0	0	0	1	0	1	0	2	4	0	2	1	0	37	0	0
11.18999958	28	784	0	0	0	0	0	4	0	1	0	2	2	0	4	1	2	45	1	1
10.60000038	71	5041	68	0	0	0	0	2	5	1	1	2	1	0	6	1	0	12	0	0
22.18000031	66	4356	63	0	0	1	0	3	1	1	1	2	1	0	3	1	0	28	0	0
15	54	2916	49	13	1	0	0	2	0	1	2	2	1	0	4	1	0	28	0	0
16	28	784	30	0	0	2	0	6	1	1	1	2	1	0	7	1	0	49	0	0
9	61	3721	63	0	0	0	1	0	0	0	0	2	1	0	0	1	0	48	0	0
15	39	1521	41	4	1	0	0	4	5	1	1	2	1	0	4	1	2	23	1	1
13.5	43	1849	45	0	0	2	0	4	1	2	1	2	4	0	5	1	0	13	0	0
16	58	3364	64	0	0	0	0	4	0	1	1	4	1	0	4	1	0	48	0	0
3.150000095	46	2116	0	0	0	0	0	4	0	1	0	1	2	0	4	2	0	9	0	0
13	60	3600	0	0	0	0	0	2	0	1	0	4	2	0	6	2	4	36	1	2
12.35999966	22	484	24	0	0	1	0	6	1	1	1	2	1	0	6	1	2	39	1	1
7.25	65	4225	62	0	0	2	0	6	1	1	1	2	1	0	2	1	5	31	1	3
10.5	37	1369	0	12	1	0	0	4	0	2	0	3	5	0	4	2	0	28	0	0
800	59	3481	0	17	1	0	0	4	0	1	0	5	4	0	3	2	0	18	0	0
13.02999973	28	784	0	0	0	0	0	4	0	1	0	3	5	0	4	1	2	23	5	0
7.300000191	19	361	0	0	0	0	0	4	0	2	0	2	2	0	3	2	0	39	0	0
20	35	1225	35	1	2	2	0	6	1	1	1	2	1	0	5	1	5	12	1	2
16	37	1369	32	1	1	0	12	0	5	0	1	3	5	12	0	1	0	42	0	0
28.35000038	51	2601	49	0	0	0	0	5	5	1	1	2	1	0	4	1	0	26	0	0
30	46	2116	43	5	3	0	0	6	0	1	1	2	1	0	4	1	2	40	5	0
7.920000076	52	2704	0	7	1	0	0	3	0	1	0	2	3	0	1	2	2	28	5	0
12.01000023	47	2209	37	4	2	2	0	5	1	1	1	3	1	0	4	1	1	53	5	0
26	56	3136	55	0	0	2	0	8	1	1	1	2	1	0	5	1	2	32	1	1
17	72	5184	0	0	0	0	0	3	0	1	0	2	4	0	2	2	0	47	0	0
8.5	33	1089	0	1	3	0	0	6	0	1	0	3	5	0	5	2	1	26	5	0
19.29999924	53	2809	65	0	0	0	0	0	0	1	1	3	4	0	0	1	0	42	0	0
28.82999992	20	400	21	0	0	0	0	2	0	1	1	1	1	0	7	1	0	9	0	0
16.55999947	34	1156	34	1	1	0	0	7	5	1	1	1	1	0	4	1	2	49	5	0
14.44999981	31	961	30	1	2	0	0	5	5	2	1	3	1	0	3	1	0	13	0	0
100	40	1600	40	6	1	3	0	0	1	1	1	1	1	0	0	1	4	8	1	2
7.25	37	1369	0	1	2	0	0	5	0	2	0	3	5	0	3	2	0	48	0	0
10	68	4624	0	0	0	0	0	2	0	1	0	1	4	0	4	2	0	18	0	0
10.40999985	31	961	0	7	3	0	0	5	0	1	0	5	2	0	3	2	2	48	1	1
75	50	2500	50	0	0	2	0	6	1	1	1	2	1	0	4	1	5	36	1	6
10	67	4489	63	4	4	0	2	0	0	0	0	3	1	0	0	1	0	6	0	0
10.47000027	58	3364	56	0	0	1	0	4	1	1	1	3	1	0	4	1	2	49	1	1
26	56	3136	0	0	0	0	0	4	0	1	0	2	4	0	4	2	0	18	0	0
14.89999962	22	484	0	0	0	0	15	0	0	1	0	3	2	0	7	2	3	53	1	2
14.36999989	51	2601	49	13	2	0	0	6	5	1	1	2	1	0	4	1	2	48	5	0
27	46	2116	44	9	2	2	0	4	1	1	1	3	1	0	3	1	4	39	1	2
21	63	3969	0	0	0	0	0	0	0	1	0	3	4	0	2	2	1	8	5	0
12	36	1296	28	1	1	1	0	4	1	1	1	3	4	0	4	1	0	51	0	0
25	63	3969	62	0	0	0	0	7	0	1	2	1	1	0	4	1	0	27	0	0
26	56	3136	54	1	1	0	0	4	0	1	1	2	1	0	3	1	0	6	0	0
16.34000015	74	5476	0	0	0	0	12	0	0	1	0	1	4	0	6	2	2	17	1	1
20.48999977	30	900	28	4	3	0	0	7	5	1	1	2	1	0	2	1	5	17	1	1
9.199999809	27	729	0	0	0	0	0	6	0	1	0	2	2	12	0	1	0	6	0	0
8	56	3136	0	0	0	0	0	2	0	1	0	2	4	0	1	1	0	42	0	0
42	33	1089	32	5	2	2	0	6	1	1	1	1	1	0	8	1	4	49	1	2
9.149999619	23	529	22	1	1	0	0	6	5	1	1	3	1	0	4	1	4	26	1	2
20	49	2401	0	0	0	0	0	3	0	1	0	3	4	0	4	1	0	26	0	0
19	34	1156	34	1	2	3	0	5	1	1	1	2	1	0	4	1	2	19	1	1
19.17000008	41	1681	0	6	2	0	0	4	0	1	0	2	3	0	1	2	2	17	1	1
17.35000038	28	784	0	1	2	0	0	0	0	1	0	2	5	0	0	2	4	6	1	2
14.5	25	625	26	0	0	0	0	6	5	1	2	2	1	0	4	1	2	31	1	1
17.22999954	52	2704	0	4	1	0	0	1	0	1	0	1	4	0	3	2	2	45	5	0
23	66	4356	65	0	0	2	0	8	1	1	1	2	1	0	7	1	3	49	5	0
14	43	1849	49	0	0	0	0	2	5	1	1	2	1	0	4	1	0	5	0	0
10	33	1089	0	0	0	0	0	4	0	1	0	2	2	0	4	1	0	12	0	0
11.5	37	1369	0	0	0	0	0	4	0	1	0	3	2	0	4	1	0	27	0	0
15.68999958	26	676	24	1	1	0	0	4	5	1	1	3	2	0	4	1	3	37	5	0
14	27	729	0	5	1	0	0	4	0	1	0	3	2	0	7	2	2	5	5	0
15.25	25	625	21	0	0	0	0	4	0	1	1	3	1	0	4	1	2	53	1	1
13.85000038	33	1089	30	6	4	2	0	4	1	1	1	3	1	0	2	1	1	29	5	0
90	57	3249	51	0	0	0	0	4	5	1	1	3	1	0	4	1	4	6	1	2
10.98999977	31	961	29	2	2	0	0	4	5	1	1	2	1	0	4	1	0	37	0	0
11	52	2704	0	0	0	0	0	2	0	1	0	2	4	0	4	1	0	51	0	0
45	29	841	0	0	0	0	0	8	0	1	0	3	2	0	7	1	4	37	1	2
8	58	3364	0	0	0	0	0	2	0	3	0	3	3	0	4	2	0	1	0	0
8	56	3136	0	0	0	0	0	3	0	2	0	1	4	0	3	2	0	26	0	0
11.75	54	2916	0	4	1	0	0	1	0	3	0	3	3	0	3	2	0	13	0	0
18.70000076	25	625	0	0	0	0	0	8	0	1	0	2	2	0	6	1	4	45	1	2
8	53	2809	0	14	1	0	12	0	0	0	0	3	4	11	0	2	0	29	0	0
17.20000076	44	1936	0	0	0	0	0	6	0	1	0	2	2	0	7	2	2	39	5	0
28	30	900	0	0	0	0	0	4	0	1	0	1	2	0	4	1	0	29	0	0
20	57	3249	0	0	0	0	0	2	0	2	0	1	5	0	2	1	1	45	5	0
12	20	400	0	0	0	0	0	8	0	1	0	3	2	0	7	2	1	8	5	0
10.5	27	729	26	3	2	0	0	3	0	3	1	3	1	0	4	1	0	40	0	0
8	20	400	0	0	0	0	0	4	0	3	0	3	2	0	3	1	0	37	0	0
17	42	1764	49	0	0	2	0	6	1	1	1	2	1	0	6	1	0	18	0	0
19.10000038	41	1681	39	0	0	0	0	4	5	1	1	3	1	0	4	1	0	29	0	0
15.40999985	31	961	0	0	0	0	0	4	0	1	0	3	2	0	4	1	0	24	0	0
10	26	676	0	4	4	0	0	5	0	1	0	3	2	0	8	2	1	39	5	0
18.5	59	3481	0	0	0	0	0	4	0	1	0	3	4	0	6	2	5	49	5	0
19.54999924	58	3364	0	0	0	0	0	3	0	1	0	2	4	0	6	2	3	12	5	0
9.75	39	1521	0	17	1	0	0	3	0	1	0	2	2	0	6	2	2	41	5	0
16	25	625	24	0	0	0	0	5	0	1	1	3	2	0	5	1	0	12	0	0
57	54	2916	52	0	0	0	0	4	0	1	1	2	1	0	4	1	4	34	1	2
26.5	60	3600	54	0	0	1	0	4	1	1	1	4	1	0	4	1	4	49	1	2
8.350000381	21	441	0	0	0	0	0	4	0	1	0	3	2	0	4	1	0	8	0	0
16.5	41	1681	0	0	0	0	0	5	0	1	0	2	4	0	7	2	1	24	5	0
7.5	37	1369	26	0	0	0	0	3	5	2	1	2	2	0	3	1	1	28	5	0
32.74000168	59	3481	59	0	0	1	0	6	1	1	1	3	1	0	7	1	4	17	1	2
7.699999809	20	400	0	0	0	0	0	3	0	3	0	2	2	0	3	2	0	45	0	0
22	32	1024	31	5	2	0	12	0	5	1	1	3	2	12	0	1	2	8	5	0
21	55	3025	0	0	0	0	5	0	0	1	0	3	4	0	0	2	2	36	1	1
34	39	1521	36	1	2	1	0	4	1	1	1	1	1	0	4	1	2	42	1	1
11	28	784	0	2	2	0	0	4	0	2	0	2	2	0	3	2	0	24	0	0
11.5	41	1681	0	0	0	0	0	4	0	1	0	3	2	0	4	1	2	34	5	0
7.5	33	1089	32	2	2	2	0	7	1	2	1	3	1	0	7	1	2	26	5	0
9.75	58	3364	0	0	0	0	1	8	0	1	0	2	4	0	7	2	2	41	1	1
38	35	1225	36	1	5	0	0	4	5	1	1	3	1	0	4	1	0	32	0	0
12	30	900	0	0	0	0	0	4	0	2	0	1	2	0	4	1	0	19	0	0
9.920000076	23	529	22	2	1	0	0	4	0	2	1	4	2	0	4	1	0	6	0	0
16.39999962	49	2401	48	0	0	0	0	4	0	1	3	2	1	0	4	1	0	18	0	0
20.88999939	36	1296	32	1	2	2	0	8	1	1	1	2	1	0	7	1	4	49	1	2
14.10000038	31	961	0	5	2	0	0	7	0	1	0	3	2	0	6	2	2	21	1	1
24.81999969	62	3844	69	0	0	0	0	5	0	1	1	2	1	0	4	1	0	42	0	0
18.90999985	61	3721	0	0	0	0	0	4	0	1	0	2	4	0	4	2	1	8	5	0
13.55000019	44	1936	0	0	0	0	0	3	0	1	0	3	4	0	4	1	1	37	5	0
10	56	3136	49	2	3	0	0	3	0	3	1	3	1	0	4	1	0	6	0	0
10.89999962	55	3025	53	1	3	0	0	2	0	3	1	1	1	0	2	1	0	37	0	0
9	22	484	0	0	0	0	0	4	0	1	0	3	2	0	6	1	1	37	5	0
18.5	27	729	0	0	0	0	0	4	0	1	0	2	2	0	7	1	3	19	1	1
24.88999939	56	3136	0	0	0	0	0	2	0	1	0	5	4	0	4	1	0	29	0	0
16.5	45	2025	0	0	0	0	0	4	0	1	0	2	2	0	4	2	0	45	0	0
9.399999619	36	1296	0	0	0	0	0	3	0	1	0	3	2	0	4	2	2	32	5	0
27.20000076	28	784	0	0	0	0	0	4	0	1	0	2	2	0	7	1	4	25	1	2
20.60000038	36	1296	0	0	0	0	0	5	0	1	0	1	2	0	4	2	0	51	0	0
19	48	2304	48	13	2	2	0	4	1	1	1	2	1	0	4	1	0	55	0	0
20	26	676	25	3	1	0	0	3	0	1	1	2	1	0	4	1	0	29	0	0
7.25	33	1089	31	0	0	2	0	7	1	1	1	2	2	0	7	1	3	42	5	0
10	55	3025	50	0	0	0	0	3	0	1	1	3	1	0	4	1	1	10	5	0
24	39	1521	37	3	5	0	0	4	5	1	1	2	1	0	4	1	4	49	1	2
14	54	2916	55	0	0	0	0	4	0	1	1	3	1	0	4	1	0	36	0	0
17.5	58	3364	61	0	0	3	0	4	1	1	1	2	1	0	4	1	2	26	5	0
11	23	529	0	0	0	0	0	3	0	1	0	1	2	0	6	1	0	18	0	0
14.75	56	3136	0	0	0	0	0	4	0	1	0	2	2	0	2	2	1	31	5	0
40	33	1089	0	0	0	0	0	8	0	1	0	2	2	0	4	1	4	42	1	2
19.27000046	55	3025	51	0	0	2	0	3	1	2	1	3	1	0	4	1	0	20	0	0
10.14999962	39	1521	0	0	0	0	0	2	0	3	0	3	4	0	7	1	0	21	0	0
12.5	32	1024	20	1	3	0	0	4	0	2	3	3	1	0	3	1	0	53	0	0
8	56	3136	0	0	0	0	0	3	0	1	0	2	2	0	3	2	0	45	0	0
11	34	1156	0	0	0	0	0	4	0	1	0	3	4	0	6	2	3	51	5	0
12	30	900	0	0	0	0	0	6	0	1	0	3	2	0	4	1	3	56	1	1
10	25	625	30	0	0	0	2	4	5	2	1	1	1	0	4	1	0	53	0	0
10	31	961	29	0	0	1	0	4	1	1	1	2	1	0	4	1	2	31	5	0
23.69000053	60	3600	60	0	0	0	0	4	0	1	1	3	1	0	4	1	1	55	5	0
15	51	2601	0	0	0	0	0	3	0	1	0	2	4	0	4	1	0	48	0	0
18.45000076	31	961	0	0	0	0	0	6	0	1	0	3	4	0	6	2	3	48	5	0
12.5	36	1296	0	0	0	0	0	4	0	2	0	3	2	0	3	1	2	28	5	0
20	40	1600	40	3	2	0	0	4	5	1	1	1	1	0	4	1	4	51	1	2
8.25	26	676	0	0	0	0	0	7	0	1	0	3	2	0	6	1	4	6	1	1
85	50	2500	51	0	0	2	0	8	1	1	1	2	1	0	7	1	2	17	5	0
11.72000027	66	4356	59	0	0	0	3	0	0	0	0	1	1	3	0	1	0	12	0	0
14.22000027	26	676	0	0	0	0	0	8	0	1	0	3	2	0	7	2	4	27	1	2
10	64	4096	59	0	0	3	0	6	1	1	1	2	1	0	4	1	4	8	1	3
8	23	529	0	2	2	0	0	6	0	1	0	2	2	0	4	2	2	28	5	0
7.75	21	441	0	0	0	0	0	6	0	2	0	2	2	0	6	1	0	26	0	0
14	32	1024	30	10	1	0	0	4	5	1	1	2	1	0	4	1	0	1	0	0
12.30000019	52	2704	44	0	0	1	0	8	1	1	1	1	1	0	4	1	0	41	0	0
14.25	51	2601	48	0	0	0	0	4	5	1	1	1	1	0	2	1	0	31	0	0
26	59	3481	59	0	0	0	0	4	5	1	1	2	1	0	4	1	2	19	1	1
15	24	576	0	0	0	0	0	8	0	1	0	2	2	0	7	2	4	48	1	2
11.75	24	576	0	0	0	0	0	6	0	1	0	3	2	0	7	2	1	41	5	0
10.05000019	59	3481	0	0	0	0	0	2	0	3	0	3	4	0	2	2	0	51	0	0
13.5	55	3025	52	0	0	3	0	6	1	1	1	3	1	0	8	1	0	25	0	0
17.35000038	60	3600	59	0	0	0	0	3	0	1	1	3	1	0	3	1	2	49	5	0
42	47	2209	36	1	2	2	0	4	1	1	1	2	1	0	4	1	4	34	1	2
13	51	2601	0	11	2	0	17	0	0	0	0	1	5	12	0	2	0	36	0	0
20	53	2809	0	0	0	0	0	2	0	1	0	1	2	0	2	2	5	45	1	2
7.25	38	1444	0	9	2	0	0	6	0	1	0	2	4	0	6	2	1	19	5	0
14.5	26	676	23	0	0	0	0	4	0	1	1	1	1	0	6	1	0	38	0	0
15	27	729	0	2	2	0	3	4	0	1	0	2	2	0	6	2	0	17	0	0
7.559999943	23	529	0	0	0	0	16	7	0	1	0	2	2	12	7	2	0	18	0	0
11.5	36	1296	31	6	5	0	0	3	0	3	2	5	1	0	3	1	0	33	0	0
13	72	5184	0	0	0	0	0	3	0	1	0	3	4	0	3	2	1	36	5	0
9	48	2304	0	13	1	0	6	0	0	0	0	3	4	6	0	2	0	48	0	0
10	24	576	24	4	1	0	1	7	5	1	1	3	2	0	7	1	1	6	5	0
26	29	841	29	2	3	2	0	4	1	1	1	3	1	0	3	1	0	6	0	0
9.25	49	2401	45	15	1	0	3	0	0	0	0	2	1	0	0	1	0	6	0	0
9	38	1444	38	13	1	0	0	5	0	3	1	3	1	0	5	1	0	12	0	0
26	49	2401	50	0	0	0	0	2	0	1	1	1	4	0	4	1	0	42	0	0
11.75	34	1156	0	0	0	0	0	4	0	3	0	3	4	0	4	1	0	19	0	0
9	24	576	26	0	0	2	16	0	1	0	1	2	1	12	0	1	0	25	0	0
12.69999981	24	576	26	0	0	0	0	4	0	1	1	2	1	0	4	1	0	56	0	0
18.59000015	28	784	24	2	1	2	0	4	1	1	1	2	1	0	7	1	4	16	1	2
28.29999924	58	3364	0	0	0	0	0	4	0	1	0	3	4	0	4	1	4	29	1	2
10.35000038	25	625	0	0	0	0	0	6	0	1	0	3	2	0	6	2	2	27	5	0
8	43	1849	0	0	0	0	0	2	0	3	0	4	2	0	2	2	0	12	0	0
30	57	3249	0	0	0	0	0	3	0	1	0	4	4	0	4	1	0	37	0	0
25	42	1764	40	5	2	0	0	4	0	1	1	3	1	0	4	1	0	34	0	0
8.5	22	484	0	5	1	0	0	2	0	3	0	3	2	0	4	2	0	29	0	0
9	53	2809	0	0	0	0	10	0	0	0	0	3	5	6	0	1	0	6	0	0
13.93000031	42	1764	0	1	2	0	0	4	0	1	0	2	2	0	6	2	0	51	0	0
11	53	2809	47	8	3	1	0	4	1	1	1	3	1	0	6	1	0	45	0	0
18	55	3025	0	0	0	0	0	4	0	1	0	3	4	0	4	2	1	39	5	0
25.78000069	35	1225	29	6	2	2	0	4	1	1	1	1	1	0	4	1	2	45	1	1
9	31	961	0	3	3	0	0	4	0	1	0	2	2	0	6	2	0	41	0	0
14.86999989	27	729	34	2	3	0	0	2	0	3	1	3	2	0	4	1	0	36	0	0
13.5	21	441	0	0	0	0	12	0	0	1	0	2	2	2	0	1	2	6	5	0
10.5	32	1024	0	0	0	0	0	5	0	1	0	2	2	0	7	1	2	19	1	1
36.31000137	31	961	25	2	1	1	0	4	1	1	1	2	1	0	5	1	0	53	0	0
10	77	5929	61	0	0	0	0	1	0	1	1	2	1	0	2	1	0	18	0	0
12	26	676	0	0	0	0	0	4	0	1	0	3	2	0	4	1	4	45	1	2
21.85000038	33	1089	29	1	2	1	0	4	1	1	1	2	1	0	6	1	0	53	0	0
36.45999908	39	1521	43	11	2	0	0	4	0	1	1	1	1	0	6	1	4	37	1	2
8.25	28	784	25	3	3	0	0	4	5	1	1	3	2	0	6	1	0	26	0	0
8.5	29	841	0	0	0	0	0	4	0	1	0	3	3	0	4	1	0	37	0	0
25	29	841	28	3	1	2	0	4	1	1	1	2	1	0	4	1	5	28	1	3
15.60000038	55	3025	0	0	0	0	0	2	0	1	0	3	4	0	3	2	2	37	5	0
10	26	676	0	0	0	0	0	4	0	1	0	3	2	0	8	2	4	28	1	2
10	47	2209	44	16	1	0	0	0	0	1	1	1	1	0	0	1	1	28	5	0
25.5	31	961	33	7	2	0	6	0	0	1	1	1	1	6	0	1	0	48	0	0
8	22	484	19	1	1	0	0	0	5	3	1	1	2	0	0	1	0	6	0	0
14.89999962	46	2116	0	0	0	0	0	4	0	2	0	1	4	0	2	2	0	5	0	0
17	37	1369	34	3	1	0	0	6	0	1	1	2	1	0	4	1	0	19	0	0
28.14999962	38	1444	33	0	0	0	0	6	5	1	1	4	2	0	3	1	4	25	1	2
8.479999542	71	5041	0	0	0	0	0	2	0	1	0	3	3	0	4	2	2	45	5	0
11.19999981	21	441	0	3	1	0	0	7	0	1	0	2	2	0	7	1	3	17	5	0
20.25	47	2209	47	9	3	0	2	0	0	0	0	1	1	0	0	1	0	6	0	0
20	33	1089	32	7	1	0	0	4	5	1	2	2	1	0	4	1	0	12	0	0
20	63	3969	58	0	0	0	0	2	5	1	1	2	1	0	4	1	2	41	5	0
22	28	784	0	0	0	0	0	8	0	1	0	2	5	1	7	2	5	25	1	2
10	38	1444	0	16	1	0	0	4	0	3	0	3	2	0	6	2	0	26	0	0
14.25	24	576	0	0	0	0	0	4	0	1	0	3	2	0	6	1	0	41	0	0
10	58	3364	54	0	0	0	0	3	0	3	3	1	1	0	4	1	0	29	0	0
12.97999954	29	841	24	3	2	1	0	4	1	2	1	2	1	0	3	1	0	49	0	0
10.80000019	56	3136	54	0	0	0	0	4	0	1	1	3	1	0	4	1	0	26	0	0
34	44	1936	0	0	0	0	0	6	0	1	0	4	4	0	4	1	2	6	5	0
38.5	55	3025	53	0	0	2	0	4	1	1	1	2	1	0	4	1	2	53	5	0
15	38	1444	0	0	0	0	16	0	0	1	0	4	5	10	4	1	0	36	0	0
21	54	2916	37	14	2	0	0	4	0	1	1	2	4	0	4	1	0	2	0	0
30	50	2500	0	0	0	0	0	4	0	1	0	3	4	0	3	1	0	26	0	0
9	36	1296	0	14	2	0	0	3	0	1	0	3	4	0	3	2	3	41	5	0
20.26000023	42	1764	36	2	2	1	0	4	1	1	1	3	1	0	3	1	0	25	0	0
9.300000191	61	3721	0	0	0	0	0	4	0	2	0	3	4	0	4	2	1	17	5	0
8.5	41	1681	0	3	2	0	0	4	0	2	0	3	4	0	4	1	0	42	0	0
26	27	729	0	5	2	0	0	4	0	1	0	3	4	0	7	2	2	23	1	1
27	47	2209	49	0	0	1	0	2	1	3	1	1	1	0	4	1	0	39	0	0
11.25	59	3481	0	0	0	0	0	3	0	1	0	1	4	0	6	2	0	13	0	0
63	60	3600	58	0	0	4	0	4	1	1	1	3	1	0	4	1	5	0	1	4
12.07999992	41	1681	0	0	0	0	0	4	0	1	0	3	2	0	4	2	0	18	0	0
13.75	51	2601	0	0	0	0	0	6	0	1	0	2	4	0	4	2	0	48	0	0
2.25	20	400	0	1	1	0	0	3	0	1	0	3	2	0	4	2	0	28	0	0
9	28	784	26	0	0	2	0	3	1	1	1	2	1	0	4	1	3	28	5	0
56	48	2304	54	0	0	0	0	4	0	1	1	3	1	0	4	1	0	39	0	0
15	28	784	0	0	0	0	0	5	0	3	0	2	4	0	5	1	0	5	0	0
8.25	27	729	32	1	5	0	0	4	0	3	3	3	1	0	3	1	0	18	0	0
12.61999989	27	729	28	8	2	0	0	4	5	1	1	3	2	0	7	1	3	21	5	0
25	54	2916	58	0	0	0	0	3	0	1	1	2	1	0	4	1	0	55	0	0
7.25	27	729	28	0	0	0	0	3	0	3	1	3	2	0	2	1	0	28	0	0
17	23	529	0	0	0	0	0	8	0	1	0	3	2	0	7	2	4	36	1	2
22	46	2116	0	0	0	0	0	3	0	1	0	2	4	0	4	2	5	13	1	2
14	23	529	0	0	0	0	6	0	0	1	0	2	2	0	6	1	0	41	0	0
23.60000038	61	3721	54	0	0	2	0	4	1	1	1	2	1	0	4	1	2	42	1	1
11.30000019	25	625	0	0	0	0	0	3	0	1	0	1	2	0	3	1	0	42	0	0
14.75	27	729	0	0	0	0	0	4	0	1	0	2	2	0	7	1	5	26	1	2
12.60000038	40	1600	0	0	0	0	0	3	0	1	0	1	2	0	4	2	2	37	1	1
8.5	27	729	0	0	0	0	6	0	0	1	0	2	2	6	0	1	1	6	5	0
16	48	2304	0	15	1	0	0	6	0	1	0	1	4	0	6	2	3	49	5	0
15.61999989	37	1369	27	0	0	0	0	6	0	1	2	2	1	0	3	1	0	21	0	0
9.880000114	50	2500	57	0	0	0	0	0	0	3	2	2	1	0	0	1	0	13	0	0
9	27	729	26	3	3	0	0	2	0	1	1	3	1	0	4	1	0	26	0	0
15	24	576	24	1	3	0	0	4	0	2	3	4	2	10	0	1	0	6	0	0
14	32	1024	28	1	1	0	0	4	5	1	1	2	2	0	4	1	3	42	5	0
