WAGE	AGE	AGE2	AGEW	AGEY	CHILDREN	DEGREEW	FEDUCA	FEDUCH	GRADCOLLW	GRADHS	GRADHSW	HAPPINESS	MARRIED	MEDUCA	MEDUCH	SEX	YEARSCOLL	STATE	GRADCOLL	DEGREE
9	49	2401	0	4	2	0	0	4	0	1	0	0	4	0	4	2	0	42	0	0
8	23	529	0	0	0	0	0	4	0	1	0	5	2	0	4	1	0	6	0	0
8.449999809	19	361	0	0	0	0	0	3	0	1	0	3	2	0	4	2	0	20	0	0
18	61	3721	61	0	0	0	0	2	0	2	1	2	1	0	4	1	0	27	0	0
28	52	2704	52	0	0	0	0	1	0	1	1	3	1	0	2	1	0	28	0	0
8	26	676	23	2	2	0	0	4	5	2	1	1	2	0	7	1	0	39	0	0
15	30	900	31	5	3	0	12	0	0	1	1	1	1	12	0	1	0	48	0	0
12.02000046	25	625	0	0	0	0	0	5	0	1	0	3	2	0	6	2	4	37	1	2
23.23999977	44	1936	43	0	0	0	0	4	0	1	2	3	1	0	4	1	0	4	0	0
34	34	1156	35	0	0	3	0	6	1	1	1	2	1	0	5	1	5	36	1	3
12.5	44	1936	0	3	2	0	0	4	0	1	0	2	4	0	4	2	2	13	1	1
9	32	1024	0	0	0	0	0	5	0	1	0	4	5	0	8	1	1	20	5	0
15	56	3136	47	12	1	0	17	0	0	0	0	2	1	14	0	1	0	36	0	0
10	24	576	0	0	0	0	0	3	0	1	0	3	2	0	6	2	2	18	5	0
15	50	2500	39	12	2	0	0	0	0	0	3	3	5	0	0	1	0	55	0	0
9.779999733	24	576	0	0	0	0	0	7	0	1	0	2	2	0	7	2	4	18	1	2
9	35	1225	31	13	1	2	12	0	1	3	1	3	1	8	0	1	0	37	0	0
15.67000008	32	1024	0	10	3	0	0	4	0	2	0	3	2	0	4	2	0	48	0	0
9.460000038	48	2304	0	6	1	0	0	3	0	1	0	2	4	0	2	2	0	51	0	0
15	58	3364	53	0	0	2	0	2	1	1	1	2	1	0	1	1	0	28	0	0
9.100000381	22	484	0	0	0	0	0	4	0	1	0	2	2	0	4	2	3	48	5	0
8.5	31	961	0	3	3	0	0	3	0	2	0	3	2	0	3	2	2	37	1	1
13.55000019	46	2116	44	0	0	2	0	4	1	1	1	3	1	0	4	1	1	5	5	0
22.70000076	34	1156	31	1	1	0	0	3	0	1	1	3	1	0	4	1	0	29	0	0
14.25	33	1089	0	0	0	0	0	7	0	2	0	4	2	0	4	1	0	27	0	0
13.57999992	24	576	0	0	0	0	0	7	0	1	0	3	2	0	7	2	2	39	5	0
13	63	3969	0	0	0	0	0	2	0	1	0	3	4	0	3	1	0	42	0	0
10	26	676	0	0	0	0	0	6	0	1	0	4	2	0	6	1	2	29	5	0
8	51	2601	49	1	1	0	0	0	0	0	0	2	1	3	0	1	0	48	0	0
13.53999996	30	900	0	9	1	0	0	4	0	1	0	2	2	0	4	2	0	45	0	0
16.43000031	44	1936	0	0	0	0	0	8	0	1	0	2	2	4	8	1	5	12	1	2
11	42	1764	0	14	1	0	0	2	0	1	0	2	4	0	4	2	0	18	0	0
11.5	22	484	22	1	1	0	0	6	0	1	1	2	1	0	4	1	0	40	0	0
21	40	1600	0	10	2	0	0	4	0	1	0	3	4	0	4	2	0	36	0	0
11	33	1089	0	0	0	0	0	7	0	1	0	3	2	0	4	1	4	37	1	2
7	27	729	0	0	0	0	0	7	0	1	0	1	4	0	7	2	0	18	0	0
8.5	21	441	0	11	1	0	0	8	0	1	0	3	2	0	7	2	1	39	5	0
16	54	2916	69	0	0	0	0	3	0	1	1	4	1	0	2	1	0	12	0	0
37.5	28	784	0	0	0	0	8	4	0	1	0	3	2	12	0	2	2	9	1	1
10	23	529	0	0	0	0	0	5	0	1	0	2	2	0	4	2	4	37	1	2
20.21999931	26	676	0	4	1	0	0	4	0	1	0	3	2	0	8	2	3	24	1	1
11.25	55	3025	50	0	0	1	0	3	1	1	1	3	1	0	4	1	3	48	1	2
18	24	576	0	0	0	0	17	8	0	1	0	2	2	14	8	2	5	8	1	2
17.78000069	40	1600	0	1	4	0	0	5	0	1	0	3	4	0	7	1	0	17	0	0
15.53999996	41	1681	0	0	0	0	0	3	0	1	0	3	2	0	4	1	0	24	0	0
9	29	841	0	0	0	0	0	4	0	1	0	3	2	0	6	1	1	42	5	0
10.39999962	41	1681	0	0	0	0	0	4	0	1	0	2	5	0	4	2	0	24	0	0
11.19999981	23	529	0	1	2	0	0	4	0	1	0	1	2	0	4	2	0	36	0	0
12.44999981	50	2500	0	0	0	0	0	4	0	1	0	3	4	0	6	2	5	28	1	1
10.47999954	30	900	0	6	4	0	0	5	0	2	0	3	2	0	4	2	2	28	5	0
8	51	2601	49	13	2	0	0	2	0	1	3	1	1	0	2	1	0	22	0	0
7	27	729	0	4	2	0	0	4	0	1	0	1	4	0	4	2	0	26	0	0
9.5	35	1225	40	3	3	0	0	4	0	1	2	3	1	0	4	1	0	37	0	0
38	25	625	0	0	0	0	0	4	0	1	0	3	2	0	4	2	5	25	1	1
18	52	2704	50	0	0	0	0	3	5	2	1	3	1	0	3	1	1	26	5	0
12.14999962	21	441	0	1	1	0	0	6	0	1	0	3	2	0	4	1	0	42	0	0
8.75	30	900	29	4	2	0	0	3	0	2	1	1	2	0	4	1	0	22	0	0
27	73	5329	71	0	0	0	0	2	5	2	1	2	1	0	2	1	4	26	1	2
45	46	2116	42	13	1	0	0	4	5	1	1	2	1	0	4	1	0	6	0	0
25	29	841	27	10	1	0	0	4	0	1	1	3	2	0	4	1	2	42	1	1
17	27	729	0	0	0	0	0	3	0	1	0	2	2	0	3	2	5	42	1	3
8.25	21	441	0	0	0	0	2	3	0	1	0	2	2	0	4	1	0	5	0	0
10	19	361	0	0	0	0	0	2	0	1	0	3	2	0	3	2	0	47	0	0
8.220000267	20	400	0	0	0	0	0	3	0	1	0	2	2	0	3	2	2	18	5	0
8.5	27	729	0	0	0	0	0	4	0	2	0	3	2	0	4	1	0	28	0	0
8.760000229	57	3249	0	0	0	0	0	2	0	3	0	3	2	0	2	1	0	51	0	0
25	33	1089	36	9	4	0	0	4	0	1	1	2	1	0	6	1	0	48	0	0
10.5	26	676	0	0	0	0	0	3	0	1	0	3	2	0	4	2	2	26	1	1
22.35000038	56	3136	0	0	0	0	0	1	0	1	0	2	2	0	3	2	3	11	5	0
8	56	3136	51	13	1	0	0	1	0	0	0	2	1	0	1	1	0	6	0	0
31	35	1225	37	1	2	3	0	6	1	1	1	2	1	0	7	1	2	8	1	1
10	21	441	0	0	0	0	0	7	0	1	0	2	2	0	8	2	3	25	1	1
8.56000042	43	1849	0	16	1	0	0	4	0	1	0	3	2	0	4	2	2	37	5	0
125	47	2209	46	0	0	2	0	8	1	1	1	2	1	0	4	1	5	5	1	6
7.5	18	324	0	0	0	0	0	3	0	1	0	3	2	0	3	2	0	48	0	0
16.5	53	2809	57	0	0	0	6	0	0	0	0	4	1	0	0	1	0	12	0	0
15	32	1024	34	5	3	1	0	2	1	2	1	3	1	0	6	1	0	22	0	0
11.69999981	39	1521	0	1	2	0	0	0	0	1	0	1	4	0	0	1	0	6	0	0
11.98999977	60	3600	65	0	0	3	0	2	1	1	1	3	1	0	3	1	2	4	1	1
14	34	1156	28	6	2	0	0	5	5	1	1	2	1	0	6	1	1	21	5	0
12	21	441	19	2	1	0	0	3	0	3	3	2	1	5	0	1	0	48	0	0
10.5	22	484	0	0	0	0	3	0	0	1	0	1	2	3	0	1	1	6	5	0
18.75	45	2025	0	12	2	0	0	7	0	1	0	2	5	0	7	2	1	24	5	0
15	23	529	0	0	0	0	0	7	0	1	0	2	2	0	8	2	4	9	1	2
11.93999958	29	841	0	6	4	0	0	4	0	1	0	3	4	0	4	2	0	39	0	0
9	24	576	0	0	0	0	0	6	0	1	0	3	2	0	6	1	0	37	0	0
17.20999908	25	625	25	1	2	0	12	0	5	2	1	1	1	0	0	1	0	6	0	0
13	35	1225	38	1	2	3	0	7	1	1	1	3	1	0	7	1	4	4	1	2
4.25	23	529	0	0	0	0	0	3	0	1	0	1	2	0	6	1	2	4	1	1
8.5	25	625	0	2	1	0	0	4	0	1	0	3	2	0	4	2	0	39	0	0
16.5	54	2916	47	13	2	0	0	1	0	1	1	2	1	0	4	1	0	51	0	0
13.39999962	52	2704	0	0	0	0	0	2	0	1	0	4	2	0	8	2	2	51	5	0
16	42	1764	41	12	2	0	0	0	5	1	1	2	1	0	0	1	2	28	5	0
12.25	49	2401	0	14	1	0	0	1	0	1	0	3	4	0	5	2	4	6	1	2
11	26	676	0	3	2	0	0	4	0	2	0	1	2	0	4	2	0	24	0	0
22.5	42	1764	41	8	3	2	0	4	1	1	1	1	1	0	4	1	0	21	0	0
5.150000095	24	576	0	0	0	0	0	4	0	2	0	2	2	0	4	2	2	8	5	0
8.25	22	484	0	2	1	0	0	5	0	1	0	1	2	0	5	2	2	17	1	1
10	27	729	0	2	3	0	0	7	0	1	0	2	1	0	7	2	0	26	0	0
9.75	24	576	0	0	0	0	0	4	0	1	0	2	2	0	6	1	4	19	1	2
12.75	23	529	23	1	2	0	0	7	0	1	1	2	1	0	6	1	2	19	1	1
25	29	841	0	0	0	0	0	4	0	3	0	3	2	0	4	2	0	26	0	0
17.5	62	3844	61	0	0	0	0	2	5	1	1	3	1	0	2	1	2	51	5	0
26.25	44	1936	36	0	0	0	0	5	5	1	1	2	4	0	5	1	2	29	1	1
28.79999924	54	2916	57	0	0	6	0	1	1	2	1	2	1	0	2	1	3	28	5	0
9.649999619	24	576	0	0	0	0	0	4	0	1	0	3	2	0	7	1	0	36	0	0
33	32	1024	30	4	1	0	0	4	0	1	1	1	1	0	4	1	4	32	1	1
9.5	24	576	0	0	0	0	0	4	0	1	0	3	2	0	4	1	2	17	5	0
16	32	1024	30	1	1	1	0	6	1	1	1	3	2	0	7	1	2	42	5	0
15.51000023	38	1444	38	2	3	2	0	8	1	1	1	2	1	0	7	1	4	26	1	2
7.25	22	484	0	3	1	0	0	7	0	3	0	5	2	12	0	1	0	48	0	0
18	36	1296	44	7	2	0	0	0	0	1	2	3	1	0	0	1	1	12	5	0
1	42	1764	45	14	2	0	0	4	0	1	2	2	1	0	4	1	0	10	0	0
13.5	39	1521	0	0	0	0	0	3	0	1	0	3	4	0	3	2	2	51	5	0
8	23	529	0	1	2	0	0	5	0	1	0	3	2	0	4	1	1	1	5	0
13.26000023	38	1444	0	8	1	0	0	3	0	1	0	2	2	0	3	2	1	37	5	0
21.38999939	39	1521	39	1	4	0	0	7	5	1	1	2	1	6	4	1	2	6	5	0
15.94999981	32	1024	0	11	1	0	0	3	0	1	0	1	2	0	4	2	2	37	1	1
22	29	841	30	0	0	2	0	7	1	1	1	3	1	0	7	1	1	27	5	0
43	55	3025	46	17	1	0	0	4	0	1	1	3	1	0	4	1	0	6	0	0
9	18	324	0	0	0	0	0	6	0	1	0	3	2	0	8	2	1	48	5	0
17	30	900	0	0	0	0	0	6	0	1	0	3	2	0	4	1	0	51	0	0
15.5	29	841	0	0	0	0	3	0	0	1	0	1	2	4	0	1	3	6	5	0
39	35	1225	0	0	0	0	0	6	0	1	0	3	4	0	4	2	4	6	1	2
11.75	61	3721	60	0	0	0	0	4	0	1	1	3	1	0	4	1	0	36	0	0
9	34	1156	0	0	0	0	0	4	0	1	0	3	4	0	6	1	0	37	0	0
8	22	484	0	0	0	0	0	3	0	1	0	3	2	0	7	2	2	34	1	1
20	39	1521	46	7	2	0	0	4	0	1	1	1	1	0	4	1	0	12	0	0
12.25	34	1156	0	0	0	0	0	4	0	1	0	2	4	0	4	1	1	19	5	0
20	39	1521	0	11	1	0	0	7	0	1	0	2	4	0	0	2	2	37	1	1
15	47	2209	0	0	0	0	0	3	0	1	0	3	2	0	2	1	0	37	0	0
7.25	22	484	0	0	0	0	0	6	0	1	0	3	2	0	8	1	3	40	5	0
13	21	441	0	0	0	0	0	4	0	1	0	2	2	0	6	2	0	4	0	0
15.39999962	48	2304	0	14	1	0	0	3	0	1	0	2	2	0	3	2	0	42	0	0
12.25	49	2401	0	0	0	0	0	2	0	1	0	2	2	0	4	2	2	45	1	1
33	48	2304	53	0	0	0	0	2	5	1	1	2	1	0	6	1	5	41	1	3
32.25	48	2304	0	0	0	0	0	6	0	1	0	3	2	0	5	2	2	53	1	1
16.10000038	31	961	0	7	2	0	0	3	0	1	0	3	4	0	7	2	2	42	1	1
26.5	33	1089	32	2	1	2	0	6	1	1	1	2	1	0	4	1	3	55	5	0
9	20	400	0	0	0	0	0	7	0	2	0	2	2	0	7	1	0	8	0	0
32.75999832	56	3136	54	0	0	0	0	4	0	1	1	2	1	0	4	1	0	25	0	0
50	35	1225	32	0	0	1	0	7	1	1	2	3	1	0	8	1	5	32	1	1
9	45	2025	0	15	1	0	0	6	0	2	0	2	4	0	8	2	0	42	0	0
10	28	784	0	0	0	0	0	3	0	2	0	2	2	0	4	1	0	22	0	0
19.87000084	30	900	0	8	3	0	0	4	0	2	0	2	2	0	4	2	0	13	0	0
9	47	2209	0	0	0	0	0	4	0	2	0	2	4	0	7	2	2	24	5	0
27	51	2601	50	0	0	0	0	4	5	1	1	1	1	0	2	1	0	19	0	0
24.86000061	34	1156	0	5	2	0	0	5	0	1	0	2	2	0	4	2	1	13	5	0
21.5	28	784	28	0	0	2	0	4	1	1	1	2	1	0	4	1	2	31	5	0
8.75	38	1444	0	8	2	0	4	0	0	0	0	3	2	4	0	2	0	6	0	0
7.5	27	729	0	0	0	0	0	4	0	1	0	1	2	0	4	1	0	28	0	0
8.600000381	34	1156	0	16	1	0	0	2	0	2	0	2	2	0	4	2	0	27	0	0
27.60000038	38	1444	32	2	2	0	0	4	5	1	1	2	1	0	4	1	0	34	0	0
23	29	841	31	3	2	2	0	4	1	1	1	3	1	0	4	1	0	1	0	0
8.5	49	2401	53	17	1	0	0	0	0	3	0	2	1	0	0	1	0	49	0	0
16	42	1764	41	4	1	0	0	4	0	1	2	2	1	0	4	1	0	39	0	0
21	46	2116	0	0	0	0	0	4	0	1	0	1	5	0	4	1	0	6	0	0
8.25	27	729	0	0	0	0	0	4	0	3	0	2	2	0	4	1	0	51	0	0
19.5	31	961	28	1	2	0	0	7	0	1	1	1	1	0	6	1	3	18	5	0
10.75	28	784	0	0	0	0	0	4	0	2	0	3	2	0	8	1	0	45	0	0
24	59	3481	60	0	0	0	12	0	0	0	0	2	1	7	0	1	0	17	0	0
14	21	441	0	0	0	0	0	8	0	1	0	2	2	0	8	1	4	8	1	2
8	27	729	0	5	1	0	0	4	0	1	0	3	2	0	3	2	0	12	0	0
4.650000095	23	529	0	0	0	0	0	7	0	1	0	3	2	0	4	1	0	26	0	0
20	30	900	28	4	2	0	0	4	0	1	1	2	1	0	4	1	0	6	0	0
8	31	961	41	0	0	0	0	2	0	3	3	3	1	0	3	1	0	22	0	0
10.5	70	4900	34	0	0	0	0	0	0	0	0	2	1	0	0	1	0	6	0	0
10.5	28	784	0	3	1	0	0	4	0	1	0	3	2	0	4	1	0	6	0	0
8.25	30	900	0	0	0	0	0	4	0	1	0	3	2	0	4	1	2	32	5	0
11	51	2601	39	15	1	0	0	0	0	0	0	2	1	0	0	1	0	6	0	0
10	30	900	28	9	1	0	0	3	5	3	1	3	4	0	4	1	0	28	0	0
40	27	729	29	0	0	0	0	4	5	3	1	2	1	0	4	1	0	2	0	0
29	37	1369	45	0	0	0	0	4	0	1	1	3	2	0	4	1	0	27	0	0
11.55000019	27	729	0	0	0	0	0	6	0	1	0	3	2	0	4	2	2	42	5	0
10.5	24	576	0	0	0	0	0	7	0	1	0	3	2	0	7	1	0	12	0	0
13	45	2025	42	3	2	0	6	0	0	0	0	3	2	6	0	1	0	55	0	0
13	52	2704	49	13	2	0	0	4	0	1	3	1	2	0	4	1	0	24	0	0
25	25	625	21	0	0	0	0	4	5	1	1	2	1	0	6	1	4	17	1	2
24	41	1681	0	0	0	0	0	6	0	1	0	2	4	0	6	1	2	53	5	0
7.880000114	57	3249	0	0	0	0	0	2	0	1	0	3	4	0	2	2	4	28	1	2
8.5	45	2025	0	0	0	0	0	2	0	1	0	2	4	0	2	2	0	5	0	0
9.5	27	729	0	4	1	0	0	4	0	1	0	3	2	0	6	1	1	48	5	0
17.5	62	3844	60	0	0	0	0	4	0	1	1	2	1	0	4	1	3	25	5	0
15.64999962	59	3481	53	0	0	0	0	4	5	1	1	2	1	0	4	1	2	37	5	0
20.34000015	34	1156	33	11	2	0	0	4	0	3	2	1	1	0	3	1	0	18	0	0
10	40	1600	49	13	2	6	0	0	1	1	1	5	1	0	0	1	1	28	5	0
27.06999969	31	961	0	4	1	0	0	7	0	1	0	2	2	0	7	1	1	27	5	0
13.75	34	1156	0	9	3	0	0	4	0	1	0	3	4	0	6	2	2	28	1	1
25	61	3721	0	0	0	0	0	4	0	1	0	3	2	0	7	2	0	24	0	0
20	30	900	26	0	0	0	0	4	5	1	1	1	2	0	6	1	0	34	0	0
7.650000095	19	361	0	0	0	0	0	2	0	2	0	3	2	0	3	1	0	13	0	0
12	29	841	27	2	1	0	0	5	0	2	1	3	1	0	4	1	0	37	0	0
20	53	2809	0	0	0	0	0	4	0	1	0	1	4	0	3	2	2	39	5	0
15	25	625	21	2	1	0	0	5	5	1	1	3	1	0	6	1	4	17	5	0
14	32	1024	31	4	2	1	0	4	1	1	1	2	1	0	4	1	0	39	0	0
32	51	2601	50	0	0	1	0	4	1	1	1	3	1	0	4	1	0	19	0	0
11.46000004	23	529	23	0	0	0	0	4	5	1	1	2	2	0	4	1	0	18	0	0
35	36	1296	34	4	1	2	0	6	1	1	1	2	1	0	6	1	1	50	5	0
14.5	36	1296	35	6	2	0	0	6	0	1	1	2	1	0	6	1	2	51	5	0
13	35	1225	28	5	2	0	0	2	5	2	2	3	5	0	4	1	0	20	0	0
24.37000084	34	1156	39	7	2	2	0	7	1	1	1	2	1	0	4	1	0	34	0	0
10.25	36	1296	0	9	4	0	0	8	0	2	0	5	4	0	6	2	1	46	5	0
16.75	32	1024	28	3	1	0	0	6	0	2	2	3	4	0	7	1	0	48	0	0
23.57999992	42	1764	39	3	4	2	0	4	1	1	1	2	1	0	6	1	4	42	1	2
16.39999962	22	484	0	0	0	0	0	7	0	1	0	3	2	0	6	2	4	25	1	2
14.06999969	29	841	0	0	0	0	0	4	0	1	0	3	2	0	5	2	4	19	1	2
25	29	841	0	0	0	0	0	8	0	1	0	1	2	0	8	1	2	37	1	1
13.11999989	38	1444	42	0	0	1	0	7	1	1	2	4	2	0	5	1	3	29	5	0
23	44	1936	37	6	2	0	8	0	0	0	0	1	1	8	0	1	0	6	0	0
12.35999966	29	841	0	4	2	0	0	6	0	1	0	3	4	0	6	2	0	33	0	0
20.65999985	50	2500	32	0	0	3	0	7	1	1	1	3	1	0	6	1	0	27	0	0
20	47	2209	49	0	0	0	0	4	5	1	1	3	4	0	4	1	4	37	1	2
12.5	30	900	28	0	0	0	6	0	5	1	1	2	1	12	0	1	1	6	5	0
3	40	1600	0	0	0	0	0	4	0	1	0	3	4	0	4	1	3	37	5	0
10.5	23	529	0	0	0	0	0	6	0	1	0	2	2	0	6	1	3	37	5	0
18.26000023	50	2500	53	0	0	0	0	6	0	1	1	3	1	0	4	1	0	5	0	0
10	24	576	0	0	0	0	0	8	0	1	0	2	2	0	8	1	3	1	5	0
10	31	961	0	5	4	0	0	3	0	2	0	1	4	0	4	1	0	55	0	0
19.03000069	41	1681	38	17	1	0	0	4	0	1	1	2	1	0	4	1	0	5	0	0
17.5	25	625	30	0	0	2	0	4	1	1	1	2	2	0	4	1	0	42	0	0
16	55	3025	54	0	0	0	0	2	0	1	1	2	1	0	4	1	0	19	0	0
11	34	1156	29	0	0	2	0	4	1	1	1	2	1	0	6	1	4	21	1	1
8.149999619	63	3969	0	15	2	0	0	3	0	1	0	3	4	0	4	2	0	47	0	0
8.5	25	625	23	2	4	0	0	4	0	1	3	1	2	0	4	1	0	20	0	0
27.60000038	38	1444	35	7	2	1	0	4	1	1	1	2	1	0	4	1	4	20	1	2
22.69000053	40	1600	0	0	0	0	0	8	0	1	0	3	5	0	6	1	3	25	1	1
70	40	1600	32	9	2	0	0	7	0	1	1	3	2	0	4	1	0	12	0	0
17	42	1764	38	0	0	0	0	7	0	2	1	1	1	0	7	1	0	12	0	0
11.14999962	20	400	21	1	1	0	0	3	0	1	1	1	1	0	4	1	0	29	0	0
7.25	26	676	0	4	1	0	0	5	0	1	0	3	2	0	7	2	0	6	0	0
24.89999962	32	1024	34	1	2	1	0	3	1	1	1	1	1	0	3	1	3	39	1	1
7.849999905	23	529	0	4	1	0	0	4	0	1	0	3	2	0	6	2	0	37	0	0
16.70000076	39	1521	0	0	0	0	0	7	0	1	0	4	2	0	5	1	0	42	0	0
14	26	676	0	5	1	0	8	4	0	2	0	4	5	8	0	2	2	25	5	0
10.22000027	32	1024	0	7	2	0	0	4	0	1	0	4	2	0	6	2	2	37	5	0
11	24	576	0	0	0	0	0	4	0	1	0	3	2	0	3	2	0	45	0	0
16	56	3136	59	0	0	0	0	1	0	1	1	2	1	0	2	1	0	37	0	0
11.72000027	26	676	0	0	0	0	0	4	0	1	0	3	2	0	6	2	4	42	1	2
10	23	529	0	0	0	0	0	4	0	2	0	3	2	0	4	1	0	39	0	0
7.5	26	676	0	2	3	0	0	3	0	2	0	3	2	0	3	2	0	18	0	0
7.5	24	576	0	1	1	0	0	6	0	1	0	2	2	0	4	2	3	21	5	0
26.5	31	961	0	1	2	0	0	4	0	1	0	3	5	0	4	1	1	19	5	0
11	46	2116	42	0	0	2	0	4	1	1	1	2	1	0	4	1	1	5	5	0
25	59	3481	0	0	0	0	0	4	0	1	0	2	4	0	4	1	1	39	5	0
12	25	625	22	1	1	0	0	4	0	1	1	1	2	0	4	1	0	36	0	0
22	35	1225	24	1	2	0	0	7	5	2	1	3	2	0	7	1	0	17	0	0
12	18	324	0	0	0	0	0	3	0	1	0	3	2	0	4	1	0	39	0	0
12	22	484	0	0	0	0	0	4	0	1	0	3	2	0	6	1	0	5	0	0
11.22999954	33	1089	0	9	2	0	0	3	0	1	0	3	2	0	4	2	1	28	5	0
10	31	961	30	5	2	0	0	7	0	3	3	4	2	0	4	1	0	28	0	0
11.57999992	42	1764	0	17	1	0	0	5	0	2	0	2	4	0	6	2	1	12	5	0
23.79999924	41	1681	0	0	0	0	0	6	0	1	0	3	2	0	6	2	2	26	1	1
12	27	729	0	0	0	0	0	8	0	1	0	3	2	0	4	2	0	41	0	0
10.72000027	32	1024	31	10	1	2	0	8	1	2	1	2	1	0	3	1	1	45	5	0
7.75	22	484	0	4	1	0	0	4	0	1	0	2	2	0	7	2	0	10	0	0
24	35	1225	31	1	2	1	0	7	1	1	1	2	1	0	4	1	4	51	1	2
13	42	1764	47	17	1	0	0	4	5	1	1	2	1	0	4	1	0	51	0	0
20	27	729	24	2	2	0	0	4	0	1	1	2	4	0	4	1	3	6	5	0
16.20000076	28	784	25	1	1	0	3	0	0	1	1	1	1	4	0	1	2	6	5	0
17	28	784	0	0	0	0	0	4	0	1	0	3	2	0	4	1	4	41	1	2
12.60000038	41	1681	39	9	1	2	0	7	1	1	1	1	4	0	7	1	3	39	5	0
11.55000019	30	900	0	1	3	0	0	6	0	2	0	1	2	0	5	2	0	17	0	0
15	30	900	0	0	0	0	0	7	0	1	0	2	2	0	7	1	4	19	1	2
27	28	784	0	5	2	0	0	7	0	2	0	1	4	0	6	2	4	5	1	1
23.5	32	1024	0	7	2	0	0	4	0	1	0	2	2	0	4	2	0	34	0	0
7.25	22	484	0	0	0	0	0	8	0	1	0	2	2	0	7	2	5	37	1	2
7.25	47	2209	49	1	3	0	0	0	0	0	0	1	1	0	0	1	0	48	0	0
12.5	28	784	28	4	1	0	0	4	0	2	2	4	2	0	4	1	2	42	1	1
7.25	29	841	0	0	0	0	0	6	0	1	0	3	5	0	4	2	2	37	1	1
7.449999809	37	1369	0	14	2	0	0	7	0	1	0	3	4	0	3	2	2	28	5	0
13	31	961	32	0	0	3	0	6	1	1	1	2	1	0	4	1	4	21	1	2
8	26	676	0	0	0	0	0	7	0	1	0	3	2	0	5	1	2	6	5	0
11.25	32	1024	28	2	2	0	0	4	0	1	1	2	1	0	7	1	0	48	0	0
23	60	3600	56	0	0	2	4	0	1	0	1	1	1	4	0	1	0	36	0	0
12	32	1024	21	7	2	0	0	2	0	1	3	3	4	0	2	1	0	28	0	0
14.77000046	27	729	25	1	1	0	0	4	5	1	1	1	1	0	7	1	0	48	0	0
7.25	30	900	0	1	5	0	0	7	0	1	0	3	2	0	5	2	2	45	5	0
22	43	1849	0	0	0	0	0	4	0	1	0	3	5	0	4	1	3	24	5	0
24.89999962	53	2809	53	0	0	0	0	4	5	1	1	1	1	0	4	1	0	1	0	0
16	55	3025	0	0	0	0	0	0	0	1	0	3	4	0	0	2	1	48	5	0
18	42	1764	47	13	1	0	4	2	0	2	1	2	1	0	6	1	2	12	5	0
18	28	784	26	1	2	0	0	4	0	1	1	3	1	0	3	1	0	22	0	0
10	32	1024	29	2	4	0	0	4	0	1	1	2	1	0	4	1	0	12	0	0
10	67	4489	61	0	0	0	0	4	0	1	1	2	1	0	4	1	0	26	0	0
8.5	21	441	0	0	0	0	0	4	0	1	0	2	2	0	4	2	1	48	5	0
10	32	1024	30	0	0	0	0	4	0	1	1	1	2	0	4	1	1	19	5	0
16	28	784	0	2	3	0	0	4	0	1	0	1	2	0	4	2	0	48	0	0
11	23	529	0	0	0	0	0	6	0	1	0	2	2	0	6	2	5	37	1	2
16	38	1444	35	2	1	3	14	0	1	1	1	3	1	12	0	1	4	36	1	2
13	25	625	25	4	1	0	14	0	0	1	1	2	1	12	0	1	0	6	0	0
7.25	22	484	0	1	1	0	0	2	0	1	0	2	2	0	4	2	0	21	0	0
8.5	21	441	0	0	0	0	0	8	0	1	0	2	2	0	7	2	1	6	5	0
10	33	1089	0	0	0	0	0	7	0	2	0	2	2	0	7	2	1	42	5	0
21.52000046	42	1764	0	0	0	0	0	4	0	1	0	2	4	0	6	2	1	45	5	0
11.75	26	676	23	2	2	0	0	4	0	1	1	2	2	0	4	1	0	24	0	0
15	22	484	0	0	0	0	0	7	0	1	0	4	2	0	7	1	1	17	5	0
27.5	57	3249	0	0	0	0	5	3	0	1	0	2	4	0	4	2	5	42	1	3
9	18	324	18	0	0	0	0	4	0	1	1	3	1	0	4	1	0	48	0	0
19.95000076	28	784	0	9	1	0	0	4	0	1	0	2	2	0	4	2	0	11	0	0
16.85000038	32	1024	0	12	1	0	0	3	0	1	0	1	2	0	4	2	1	27	5	0
8.079999924	18	324	0	0	0	0	0	8	0	3	0	3	2	0	8	1	0	8	0	0
12.5	28	784	24	1	2	0	0	4	5	1	1	2	2	0	4	1	4	39	1	2
8	34	1156	0	11	2	0	0	4	0	1	0	2	2	0	1	2	4	45	1	1
43	47	2209	45	10	4	2	12	0	1	1	1	2	1	0	4	1	3	27	1	1
16.25	54	2916	0	0	0	0	0	2	0	1	0	2	4	0	3	2	0	27	0	0
26	35	1225	0	11	1	0	0	8	0	1	0	3	5	0	3	1	1	1	5	0
11.72000027	69	4761	61	0	0	4	0	7	1	1	1	2	1	0	6	1	4	31	1	2
15	23	529	0	0	0	0	0	4	0	1	0	2	2	0	8	2	2	25	5	0
17	58	3364	57	0	0	0	0	1	5	1	1	2	1	0	2	1	0	6	0	0
25.75	28	784	35	1	2	2	0	4	1	1	1	2	1	0	4	1	2	23	1	1
7.25	20	400	19	0	0	0	0	4	0	1	1	2	2	0	7	1	0	5	0	0
8.350000381	30	900	0	3	1	0	0	4	0	1	0	2	2	0	4	1	0	18	0	0
11	51	2601	0	2	1	0	0	5	0	1	0	2	2	0	5	1	0	54	0	0
14	33	1089	28	3	2	0	0	4	0	2	2	2	1	0	4	1	0	18	0	0
